9.997055191090050030e+00 4.446384804624806814e-02 1.929327779367647766e-01
9.997055191090050030e+00 4.446384804624806814e-02 1.929327779367647766e-01
9.997674967176504168e+00 4.006820224152207038e-02 1.778808284000117645e-01
9.997674967176504168e+00 4.006820224152207038e-02 1.778808284000117645e-01
9.997674967176504168e+00 4.006820224152207038e-02 1.778808284000117645e-01
9.997674967176504168e+00 4.006820224152207038e-02 1.778808284000117645e-01
9.997674967176504168e+00 4.006820224152207038e-02 1.778808284000117645e-01
9.997674967176504168e+00 4.006820224152207038e-02 1.778808284000117645e-01
9.997674967176504168e+00 4.006820224152207038e-02 1.778808284000117645e-01
9.997674967176504168e+00 4.006820224152207038e-02 1.778808284000117645e-01
9.995996679984312294e+00 3.294281169157495248e-02 1.680329193839630864e-01
9.995996679984312294e+00 3.294281169157495248e-02 1.680329193839630864e-01
9.995996679984312294e+00 3.294281169157495248e-02 1.680329193839630864e-01
9.995996679984312294e+00 3.294281169157495248e-02 1.680329193839630864e-01
9.995996679984312294e+00 3.294281169157495248e-02 1.680329193839630864e-01
9.995996679984312294e+00 3.294281169157495248e-02 1.680329193839630864e-01
9.996005576540360593e+00 3.298058319855758785e-02 1.680851228893789351e-01
9.971876879134498495e+00 2.868532507662658118e-02 1.709619730848130348e-01
9.973924002052452664e+00 2.175771426727002300e-02 1.599848747342101085e-01
9.973924002052452664e+00 2.175771426727002300e-02 1.599848747342101085e-01
9.980969198332168446e+00 4.600058731148240487e-02 1.875157124136405673e-01
9.980969198332168446e+00 4.600058731148240487e-02 1.875157124136405673e-01
9.976960352260375586e+00 4.442007650266578678e-02 1.876076996243342676e-01
9.972322095086246563e+00 6.720907612058964198e-02 2.214591536270911210e-01
9.972322095086246563e+00 6.720907612058964198e-02 2.214591536270911210e-01
9.972322095086246563e+00 6.720907612058964198e-02 2.214591536270911210e-01
9.983148926577205984e+00 7.571383321873953465e-02 2.289376798362968424e-01
9.980617498477757366e+00 5.467258784456902054e-02 2.016687132227072410e-01
9.988032609803845219e+00 8.828978372593426771e-02 2.393690627263501680e-01
9.988032609803845219e+00 8.828978372593426771e-02 2.393690627263501680e-01
9.988032609803845219e+00 8.828978372593426771e-02 2.393690627263501680e-01
9.988695921282561230e+00 8.889272849779421282e-02 2.399020033340174551e-01
9.988695921282561230e+00 8.889272849779421282e-02 2.399020033340174551e-01
9.988695921282561230e+00 8.889272849779421282e-02 2.399020033340174551e-01
9.976101063430670379e+00 7.097375858458378206e-02 2.207127129111386976e-01
9.976101063430670379e+00 7.097375858458378206e-02 2.207127129111386976e-01
