1.226774434683363779e+00 9.840030801648522174e-02 4.493070990320201241e-02
1.239375133020721664e+00 1.861972668494944472e-01 1.647100140046688088e-02
1.239375133020721664e+00 1.861972668494944472e-01 1.647100140046688088e-02
1.237853497050416918e+00 1.760766056927559053e-01 1.594994598626135740e-02
1.237853497050416918e+00 1.760766056927559053e-01 1.594994598626135740e-02
1.237853497050416918e+00 1.760766056927559053e-01 1.594994598626135740e-02
1.232877824445368642e+00 1.844925321489789272e-01 1.380192420394921876e-02
1.160583573348658026e+00 1.287747937178768121e-01 2.604211793909134293e-02
1.160583573348658026e+00 1.287747937178768121e-01 2.604211793909134293e-02
1.141003412300429787e+00 1.402968569035470403e-01 2.913158292562203350e-02
1.141003412300429787e+00 1.402968569035470403e-01 2.913158292562203350e-02
1.055233980263177607e+00 1.600508683412846800e-01 2.624477545802102879e-02
1.055233980263177607e+00 1.600508683412846800e-01 2.624477545802102879e-02
1.055233980263177607e+00 1.600508683412846800e-01 2.624477545802102879e-02
1.055233980263177607e+00 1.600508683412846800e-01 2.624477545802102879e-02
1.026582901658712021e+00 1.767304209665643278e-01 2.403839114780785546e-02
1.046125110566552996e+00 1.630762908278505230e-01 2.336483863472490347e-02
1.046125110566552996e+00 1.630762908278505230e-01 2.336483863472490347e-02
1.046125110566552996e+00 1.630762908278505230e-01 2.336483863472490347e-02
1.110175586023092631e+00 1.503925059544120590e-01 2.489272954420466283e-02
1.120675778574154569e+00 1.417829840967864130e-01 2.362454928104857493e-02
1.120675778574154569e+00 1.417829840967864130e-01 2.362454928104857493e-02
1.155484930897827223e+00 1.383704632637348664e-01 2.720586245639267792e-02
1.142748711671970341e+00 1.396190605590212075e-01 2.589550622325302587e-02
1.142748711671970341e+00 1.396190605590212075e-01 2.589550622325302587e-02
1.142748711671970341e+00 1.396190605590212075e-01 2.589550622325302587e-02
1.142748711671970341e+00 1.396190605590212075e-01 2.589550622325302587e-02
1.147912567788514471e+00 1.266772286318968987e-01 2.345995958648608437e-02
1.147177340653658062e+00 1.284619119629722694e-01 2.294517162665523496e-02
1.227076042297793546e+00 1.426058068818456814e-01 2.549928676616135953e-02
1.218690459017827132e+00 9.383828819307118985e-02 3.736253929988653938e-02
1.271710167750515819e+00 7.971172659387174009e-02 4.113459513790845151e-02
1.271710167750515819e+00 7.971172659387174009e-02 4.113459513790845151e-02
1.271710167750515819e+00 7.971172659387174009e-02 4.113459513790845151e-02
1.271710167750515819e+00 7.971172659387174009e-02 4.113459513790845151e-02
1.271710167750515819e+00 7.971172659387174009e-02 4.113459513790845151e-02
1.331553501231534486e+00 6.809849069870718696e-02 4.996319412387643932e-02
1.331553501231534486e+00 6.809849069870718696e-02 4.996319412387643932e-02
1.331553501231534486e+00 6.809849069870718696e-02 4.996319412387643932e-02
1.805289519269305032e+00 7.185285858865006481e-02 6.572257653348756445e-02
1.677862806043381783e+00 8.292679868674140975e-02 5.407840140868202389e-02
1.578376000799374124e+00 9.157263827509620757e-02 4.498735798818062626e-02
1.387129254458429717e+00 1.117573346967777603e-01 4.038379511378250436e-02
1.387129254458429717e+00 1.117573346967777603e-01 4.038379511378250436e-02
1.648464322030014806e+00 1.094909206115742412e-01 4.525295765273702753e-02
1.582737096403376675e+00 1.099656608235733690e-01 3.839804074198861772e-02
1.564316879307203756e+00 1.100987079389191686e-01 3.647693337029639382e-02
2.034177608711610130e+00 1.102620176270521640e-01 5.840881657477763750e-02
2.034177608711610130e+00 1.102620176270521640e-01 5.840881657477763750e-02
2.034177608711610130e+00 1.102620176270521640e-01 5.840881657477763750e-02
