9.808509932070643700e+00 7.051790695905967021e-02 3.285986877992563143e-02
9.834032364716980723e+00 8.431080333694512818e-02 3.212504156422286289e-02
9.834032364716980723e+00 8.431080333694512818e-02 3.212504156422286289e-02
9.837308262199140785e+00 9.270784548781273171e-02 2.779445611311377740e-02
9.835054104933423247e+00 8.070701118399740970e-02 3.372547212602776401e-02
9.835054104933423247e+00 8.070701118399740970e-02 3.372547212602776401e-02
9.835054104933423247e+00 8.070701118399740970e-02 3.372547212602776401e-02
9.835054104933423247e+00 8.070701118399740970e-02 3.372547212602776401e-02
9.834076939206553902e+00 7.569147667119424661e-02 3.619130067337864715e-02
9.820616108275737943e+00 6.491070553973343760e-02 3.208584653070701426e-02
9.827914391796113591e+00 7.075589627796345649e-02 3.431176917003871812e-02
9.835109852656890084e+00 7.347105821974087014e-02 3.471341937967829805e-02
9.832394305597318862e+00 7.212205095455950787e-02 3.388100051896758558e-02
9.834463528075247041e+00 8.024153841460224257e-02 4.048513522952855437e-02
9.834463528075247041e+00 8.024153841460224257e-02 4.048513522952855437e-02
9.834463528075247041e+00 8.024153841460224257e-02 4.048513522952855437e-02
9.834463528075247041e+00 8.024153841460224257e-02 4.048513522952855437e-02
9.834940971406116006e+00 1.128276606502683910e-01 2.676351861104940555e-02
9.834940971406116006e+00 1.128276606502683910e-01 2.676351861104940555e-02
9.834940971406116006e+00 1.128276606502683910e-01 2.676351861104940555e-02
9.834940971406116006e+00 1.128276606502683910e-01 2.676351861104940555e-02
9.834940971406116006e+00 1.128276606502683910e-01 2.676351861104940555e-02
9.853342111047865615e+00 1.265548917804189821e-01 2.410192683320680138e-02
9.843917970863794054e+00 1.208206524286003364e-01 2.550803631285251602e-02
9.843917970863794054e+00 1.208206524286003364e-01 2.550803631285251602e-02
9.843917970863794054e+00 1.208206524286003364e-01 2.550803631285251602e-02
9.843917970863794054e+00 1.208206524286003364e-01 2.550803631285251602e-02
9.864468862417476558e+00 1.313302060327390386e-01 2.586768099980866348e-02
9.864468862417476558e+00 1.313302060327390386e-01 2.586768099980866348e-02
9.864468862417476558e+00 1.313302060327390386e-01 2.586768099980866348e-02
9.864468862417476558e+00 1.313302060327390386e-01 2.586768099980866348e-02
9.815197822127499805e+00 1.122678753124322776e-01 2.717337244686596903e-02
9.815197822127499805e+00 1.122678753124322776e-01 2.717337244686596903e-02
9.815197822127499805e+00 1.122678753124322776e-01 2.717337244686596903e-02
